分詞,詞性,句法,變調
"逐-家｜tak8-ke1 攏｜long2 分-散｜hun1-suann3 了-了-矣｜liau2-liau2-ah4 。｜.
","['Nh', 'D', 'Na', 'Na', 'PUNC']","(ROOT
  (CP
    (IP (VP (VV 逐-家｜tak8-ke1) (AS 攏｜long2)) (SP 分-散｜hun1-suann3))
    (SP 了-了-矣｜liau2-liau2-ah4)
    (PU 。｜.)))","['規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '本調#', '毋是台語']"
"伊｜i1 共｜ka7 遐-的｜hia1-e5 糖-仔｜thng5-a2 攏｜long2 分-發｜hun1-huat4 了-了-矣｜liau2-liau2-ah4 。｜.
","['Nh', 'P', 'Neqa', 'Na', 'D', 'Na', 'Na', 'PUNC']","(ROOT
  (IP
    (INC
      (CP
        (CP
          (IP (VP (VV 伊｜i1) (AS 共｜ka7)) (SP 遐-的｜hia1-e5))
          (SP 糖-仔｜thng5-a2))
        (SP 攏｜long2)
        (SP 分-發｜hun1-huat4)
        (SP 了-了-矣｜liau2-liau2-ah4)))
    (PU 。｜.)))","['規則變調', '規則變調', '本調#', '規則變調', '仔前變調&', '本調#', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '本調#', '毋是台語']"
"這｜tsit4 塊｜te3 玉-仔｜gik8-a2 干-焦｜kan1-na1 是｜si7 中-等｜tiong1-ting2 的｜e5 貨-色｜hue3-sik4 ，｜, 袂｜be7 講｜kong2 蓋｜kai3 好｜ho2 。｜.
","['Nep', 'Nf', 'Na', 'Da', 'SHI', 'A', 'DE', 'Na', 'PUNC', 'D', 'VE', 'Dfa', 'VH', 'PUNC']","(ROOT
  (IP
    (DEG 這｜tsit4)
    (NP
      (QP (CLP (M 塊｜te3)))
      (NP (NN 玉-仔｜gik8-a2) (NN 干-焦｜kan1-na1))
      (ADJP (ADVP (AD 是｜si7)) (ADJP (JJ 中-等｜tiong1-ting2)))
      (ADJP (JJ 的｜e5))
      (NP (NN 貨-色｜hue3-sik4)))
    (PU ，｜,)
    (NP (NN 袂｜be7) (NN 講｜kong2))
    (PU 蓋｜kai3)
    (VP (VA 好｜ho2))
    (PU 。｜.)))","['規則變調', '規則變調', '仔前變調&', '本調#', '規則變調', '規則變調', '規則變調', '規則變調', '本調#', '規則變調', '規則變調', '規則變調', '毋是台語', '規則變調', '規則變調', '規則變調', '本調#', '毋是台語']"
"伊｜i1 佮｜kah4 烏-道｜oo1-to7 勾-結｜kau1-kiat4 。｜.
","['Nh', 'P', 'Nc', 'VC', 'PUNC']","(ROOT
  (IP
    (VP
      (VV 伊｜i1)
      (IP
        (VP
          (VV 佮｜kah4)
          (IP (VP (VCD (VV 烏-道｜oo1-to7) (VV 勾-結｜kau1-kiat4)))))))
    (PU 。｜.)))","['規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '本調#', '毋是台語']"
"你｜li2 莫｜mai3 見｜kian3 講｜kong2 攏｜long2 是｜si7 一-寡｜tsit8-kua2 不-答-不-七｜put4-tap4-put4-tshit4 的｜e5 話｜ue7 。｜.
","['Nh', 'D', 'VE', 'VE', 'D', 'SHI', 'Neqa', 'Na', 'DE', 'Na', 'PUNC']","(ROOT
  (IP
    (CP
      (IP
        (VP
          (ADVP (AD 你｜li2))
          (VP
            (ADVP (AD 莫｜mai3))
            (VP
              (VV 見｜kian3)
              (IP
                (NP (NR 講｜kong2))
                (VP
                  (VRD (VV 攏｜long2) (VA 是｜si7))
                  (NP
                    (NP (NN 一-寡｜tsit8-kua2))
                    (QP (CD 不-答-不-七｜put4-tap4-put4-tshit4))
                    (NP (NN 的｜e5)))))))))
      (SP 話｜ue7))
    (PU 。｜.)))","['規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '本調#', '規則變調', '本調#', '毋是台語']"
"伊｜i1 決-定｜kuat4-ting7 公-開｜kong1-khai1 所-有｜soo2-u7 的｜e5 代-誌｜tai7-tsi3 。｜.
","['Nh', 'VE', 'VHC', 'Neqa', 'DE', 'Na', 'PUNC']","(ROOT
  (IP
    (VP
      (NP
        (NN 伊｜i1)
        (NN 決-定｜kuat4-ting7)
        (NN 公-開｜kong1-khai1)
        (NN 所-有｜soo2-u7)
        (NN 的｜e5)
        (NN 代-誌｜tai7-tsi3)))
    (PU 。｜.)))","['規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '本調#', '規則變調', '規則變調', '本調#', '毋是台語']"
"伊｜i1 公-開｜kong1-khai1 展-覽｜tian2-lam2 伊｜i1 的｜e5 私-人｜su1-jin5 花-園｜hue1-hng5 。｜.
","['Nh', 'VHC', 'Na', 'Nh', 'DE', 'Nh', 'Nc', 'PUNC']","(ROOT
  (IP
    (VP
      (NP
        (NN 伊｜i1)
        (NN 公-開｜kong1-khai1)
        (NN 展-覽｜tian2-lam2)
        (NN 伊｜i1)
        (NN 的｜e5)
        (NN 私-人｜su1-jin5)
        (NN 花-園｜hue1-hng5)))
    (PU 。｜.)))","['規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '本調#', '毋是台語']"
"年-節-時-仔｜ni5-tseh4-si5-a2 ，｜, 庄-頭｜tsng1-thau5 做-戲｜tso3-hi3 的｜e5 錢｜tsinn5 攏｜long2 是｜si7 規｜kui1 庄-頭｜tsng1-thau5 公-開-的｜kong1-khui1-e5 。｜.
","['VA', 'PUNC', 'Nc', 'VA', 'DE', 'Na', 'D', 'SHI', 'Neqa', 'Nc', 'Na', 'PUNC']","(ROOT
  (CP
    (DNP
      (NP (NN 年-節-時-仔｜ni5-tseh4-si5-a2))
      (PU ，｜,)
      (DNP
        (NP (NN 庄-頭｜tsng1-thau5))
        (DNP
          (NP (NP (NN 做-戲｜tso3-hi3)) (NP (NN 的｜e5)))
          (DEG 錢｜tsinn5))
        (DEG 攏｜long2)
        (DEC 是｜si7))
      (DEC 規｜kui1)
      (DEC 庄-頭｜tsng1-thau5))
    (SP 公-開-的｜kong1-khui1-e5)
    (PU 。｜.)))","['規則變調', '規則變調', '仔前變調&', '本調#', '毋是台語', '規則變調', '規則變調', '規則變調', '本調#', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '本調#', '本調#', '毋是台語']"
"𪜶｜in1 內-媽｜lai7-ma2 佇｜ti7 咧｜teh4 共｜ka7 人｜lang5 做｜tso3 衫｜sann1 。｜.
","['Nh', 'Na', 'P', 'P', 'P', 'Na', 'VC', 'Na', 'PUNC']","(ROOT
  (IP
    (VP
      (VP (VV 𪜶｜in1) (NP (NN 內-媽｜lai7-ma2)))
      (VP (VV 佇｜ti7) (NP (NR 咧｜teh4)))
      (VP
        (VV 共｜ka7)
        (IP
          (VP (ADVP (AD 人｜lang5)) (VP (VV 做｜tso3) (NP (NN 衫｜sann1)))))))
    (PU 。｜.)))","['規則變調', '規則變調', '規則變調', '規則變調', '再變調$', '規則變調', '規則變調', '規則變調', '本調#', '毋是台語']"
"一｜tsit8 人｜lang5 一｜tsit8 家｜ke1 事｜tai7 ，｜, 公-媽｜kong1-ma2 隨｜sui5 人｜lang5 祀｜tshai7 。｜.
","['Neu', 'Na', 'Neu', 'Nf', 'Na', 'PUNC', 'Na', 'D', 'Na', 'VC', 'PUNC']","(ROOT
  (IP
    (IP
      (VP
        (VP (NP (NN 一｜tsit8) (NN 人｜lang5)) (QP (CD 一｜tsit8)))
        (PU 家｜ke1)
        (NP (NN 事｜tai7))))
    (PU ，｜,)
    (IP
      (NP (NN 公-媽｜kong1-ma2))
      (VP (VV 隨｜sui5) (VP (VCD (VV 人｜lang5) (VV 祀｜tshai7)))))
    (PU 。｜.)))","['規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '毋是台語', '規則變調', '規則變調', '規則變調', '規則變調', '本調#', '毋是台語']"
"就｜to7 算｜sng3 講｜kong2 你｜li2 無｜bo5 中-意｜ting3-i3 ，｜, 阮｜guan2 嘛｜ma7 無-法-度｜bo5-huat4-too7 。｜.
","['D', 'VG', 'VE', 'Nh', 'D', 'VK', 'PUNC', 'Nh', 'D', 'VI', 'PUNC']","(ROOT
  (IP
    (IP
      (VP
        (VA 就｜to7)
        (VA 算｜sng3)
        (VP
          (VA 講｜kong2)
          (VP
            (VA 你｜li2)
            (IP (VP (ADVP (VA 無｜bo5)) (VP (VA 中-意｜ting3-i3))))))))
    (PU ，｜,)
    (IP
      (VP
        (NP
          (NP (NN 阮｜guan2) (NN 嘛｜ma7))
          (NP (NN 無-法-度｜bo5-huat4-too7)))))
    (PU 。｜.)))","['規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '毋是台語', '規則變調', '規則變調', '規則變調', '規則變調', '本調#', '毋是台語']"
"我｜gua2 這｜tsit4 領｜nia2 衫｜sann1 的｜e5 內-裡｜lai7-li2 破-去-矣｜phua3-khi3-ah4 。｜.
","['Nh', 'Nep', 'Nf', 'Na', 'DE', 'Ncd', 'Na', 'PUNC']","(ROOT
  (IP
    (INC
      (CP
        (CP
          (IP (VP (VV 我｜gua2) (AS 這｜tsit4)) (SP 領｜nia2))
          (SP 衫｜sann1))
        (SP 的｜e5)
        (SP 內-裡｜lai7-li2)
        (SP 破-去-矣｜phua3-khi3-ah4)))
    (PU 。｜.)))","['規則變調', '規則變調', '規則變調', '本調#', '規則變調', '規則變調', '規則變調', '規則變調', '再變調$', '本調#', '毋是台語']"
"代-誌｜tai7-tsi3 做｜tso3 猶-未｜iau2-bue7 一-半｜tsit8-puann3 ，｜, 袂-當｜be7-tang3 勼-跤｜kiu1-kha1 。｜.
","['Na', 'VC', 'D', 'Neqa', 'PUNC', 'D', 'VK', 'PUNC']","(ROOT
  (IP
    (QP
      (QP (CD 代-誌｜tai7-tsi3))
      (QP
        (QP (CD 做｜tso3))
        (QP (QP (CD 猶-未｜iau2-bue7)) (QP (CD 一-半｜tsit8-puann3)))))
    (PU ，｜,)
    (VP (VV 袂-當｜be7-tang3) (NP (VV 勼-跤｜kiu1-kha1)))
    (PU 。｜.)))","['規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '毋是台語', '規則變調', '規則變調', '規則變調', '本調#', '毋是台語']"
"開｜khui1 武-林｜bu2-lim5 大-會｜tai7-hue7 的｜e5 時｜si5 ，｜, 五-路｜ngoo2-loo7 英-雄｜ing1-hiong5 攏｜long2 會｜e7 齊｜tsiau5 到｜kau3 。｜.
","['VC', 'Nc', 'Na', 'DE', 'Na', 'PUNC', 'Nes', 'Na', 'D', 'D', 'VH', 'P', 'PUNC']","(ROOT
  (IP
    (NP (NN 開｜khui1))
    (NP (NP (NN 武-林｜bu2-lim5)) (NP (NN 大-會｜tai7-hue7)))
    (VP
      (VP
        (VP (NP (NN 的｜e5)) (NP (NN 時｜si5)))
        (PU ，｜,)
        (NP (NN 五-路｜ngoo2-loo7)))
      (VP
        (VV 英-雄｜ing1-hiong5)
        (IP
          (VP
            (VV 攏｜long2)
            (IP
              (VP
                (VV 會｜e7)
                (IP (VP (VCD (VV 齊｜tsiau5) (VV 到｜kau3))))))))))
    (PU 。｜.)))","['規則變調', '規則變調', '規則變調', '規則變調', '本調#', '規則變調', '規則變調', '毋是台語', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '本調#', '毋是台語']"
"里-長｜li2-tiunn2 伯-仔｜peh4-a2 做-人｜tso3-lang5 真｜tsin1 公-道｜kong1-to7 。｜.
","['Na', 'Na', 'VA', 'Dfa', 'VH', 'PUNC']","(ROOT
  (IP
    (VP
      (VA 里-長｜li2-tiunn2)
      (VA 伯-仔｜peh4-a2)
      (VP
        (VA 做-人｜tso3-lang5)
        (IP (VP (VCD (VA 真｜tsin1) (VA 公-道｜kong1-to7))))))
    (PU 。｜.)))","['規則變調', '規則變調', '仔前變調&', '本調#', '規則變調', '規則變調', '規則變調', '規則變調', '本調#', '毋是台語']"
"價-錢｜ke3-tsinn5 真｜tsin1 公-道｜kong1-to7 。｜.
","['Na', 'Dfa', 'VH', 'PUNC']","(ROOT
  (IP
    (VP
      (ADVP (AD 價-錢｜ke3-tsinn5))
      (ADVP (AD 真｜tsin1))
      (VP (VA 公-道｜kong1-to7)))
    (PU 。｜.)))","['規則變調', '規則變調', '規則變調', '規則變調', '本調#', '毋是台語']"
"你｜li2 有｜u7 啥-物｜siann2-mih4 不-滿｜put4-buan2 ，｜, 做｜tso3 你｜li2 講-出-來｜kong2-tshut4-lai5 。｜.
","['Nh', 'V_2', 'Nep', 'VK', 'PUNC', 'VC', 'Nh', 'Na', 'PUNC']","(ROOT
  (IP
    (VP
      (VP
        (VV 你｜li2)
        (NP
          (ADJP (JJ 有｜u7))
          (ADJP (JJ 啥-物｜siann2-mih4))
          (NP (NN 不-滿｜put4-buan2))))
      (PU ，｜,)
      (VP
        (VRD
          (VRD (VV 做｜tso3) (VV 你｜li2))
          (VV 講-出-來｜kong2-tshut4-lai5))))
    (PU 。｜.)))","['規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '毋是台語', '規則變調', '規則變調', '規則變調', '規則變調', '本調#', '毋是台語']"
"伊｜i1 不-管-時｜put4-kuan2-si5 攏｜long2 佇｜ti7 厝-裡｜tshu3-li2 。｜.
","['Nh', 'D', 'D', 'P', 'Na', 'PUNC']","(ROOT
  (IP
    (VP
      (ADVP (AD 伊｜i1))
      (VP
        (VV 不-管-時｜put4-kuan2-si5)
        (NP (NN 攏｜long2) (NN 佇｜ti7) (NN 厝-裡｜tshu3-li2))))
    (PU 。｜.)))","['規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '本調#', '毋是台語']"
"伊｜i1 有｜u7 一｜tsit8 筆｜pit4 冇-數｜phann3-siau3 ，｜, 到-今｜kau3-tann1 猶｜iau2 收｜siu1 袂｜be7 轉-來｜tng2-lai5 。｜.
","['Nh', 'V_2', 'Neu', 'Na', 'Na', 'PUNC', 'P', 'D', 'VC', 'D', 'VA', 'PUNC']","(ROOT
  (IP
    (IP
      (NP (NN 伊｜i1))
      (VP
        (VP
          (VE 有｜u7)
          (NP
            (ADJP (JJ 一｜tsit8))
            (NP (NN 筆｜pit4) (NN 冇-數｜phann3-siau3))))
        (PU ，｜,)
        (VP
          (ADVP (AD 到-今｜kau3-tann1))
          (VP
            (VV 猶｜iau2)
            (IP
              (NP (NP (NR 收｜siu1)) (NP (NN 袂｜be7)))
              (VP (VV 轉-來｜tng2-lai5)))))))
    (PU 。｜.)))","['規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '毋是台語', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '本調#', '毋是台語']"
"你｜li2 著｜tioh8 細-膩｜se3-ji7 ，｜, 毋-通｜m7-thang1 公-親｜kong1-tshin1 變｜pian3 事-主｜su7-tsu2 。｜.
","['Nh', 'D', 'VK', 'PUNC', 'D', 'VC', 'VH', 'Ng', 'PUNC']","(ROOT
  (IP
    (VP
      (VP
        (ADVP (AD 你｜li2))
        (ADVP (AD 著｜tioh8))
        (VP (VA 細-膩｜se3-ji7)))
      (PU ，｜,)
      (NP
        (NN 毋-通｜m7-thang1)
        (NN 公-親｜kong1-tshin1)
        (NN 變｜pian3)
        (NN 事-主｜su7-tsu2)))
    (PU 。｜.)))","['規則變調', '規則變調', '規則變調', '規則變調', '毋是台語', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '本調#', '毋是台語']"
"乞-食｜khit4-tsiah8 欲｜beh4 來｜lai5 分-錢-矣｜pun1-tsinn5-ah4 。｜.
","['Na', 'D', 'D', 'Na', 'PUNC']","(ROOT
  (CP
    (IP (VP (VV 乞-食｜khit4-tsiah8) (AS 欲｜beh4)) (SP 來｜lai5))
    (SP 分-錢-矣｜pun1-tsinn5-ah4)
    (PU 。｜.)))","['規則變調', '規則變調', '再變調$', '規則變調', '規則變調', '規則變調', '本調#', '毋是台語']"
"這｜tsit4 頓｜tng3 逐-家｜tak8-ke1 做-伙｜tso3-hue2 分-攤｜hun1-thuann1 。｜.
","['Nep', 'Nf', 'Nh', 'D', 'VC', 'PUNC']","(ROOT
  (IP
    (VP
      (NP
        (NP
          (NN 這｜tsit4)
          (NN 頓｜tng3)
          (NN 逐-家｜tak8-ke1)
          (NN 做-伙｜tso3-hue2))
        (NP (NN 分-攤｜hun1-thuann1))))
    (PU 。｜.)))","['規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '本調#', '毋是台語']"
"人｜lang5 的｜e5 五-臟-六-腑｜ngoo2-tsong7-liok8-hu2 攏｜long2 是｜si7 真｜tsin1 重-要-的｜tiong7-iau3-e5 。｜.
","['Na', 'DE', 'Na', 'D', 'SHI', 'Dfa', 'Na', 'PUNC']","(ROOT
  (CP
    (CP
      (DEC 人｜lang5)
      (DEC 的｜e5)
      (DEC 五-臟-六-腑｜ngoo2-tsong7-liok8-hu2)
      (DEC 攏｜long2)
      (DFL (DEC 是｜si7) (DEC 真｜tsin1)))
    (SP 重-要-的｜tiong7-iau3-e5)
    (PU 。｜.)))","['本調#', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '本調#', '本調#', '毋是台語']"
"火｜hue2 化-去-矣｜hua1-khi3-ah4 ！｜!
","['Na', 'Na', 'PUNC']",(ROOT (IP (VP (VV 火｜hue2) (SP 化-去-矣｜hua1-khi3-ah4)) (PU ！｜!))),"['規則變調', '規則變調', '再變調$', '本調#', '毋是台語']"
"阿-公｜a1-kong1 的｜e5 病｜penn7 重｜tang7 甲｜kah4 強-強-欲｜kiong7-kiong7-beh4 化-去-矣｜hua1-khi3-ah4 ！｜!
","['Na', 'DE', 'Na', 'VH', 'DE', 'Na', 'Na', 'PUNC']","(ROOT
  (NP
    (CP
      (IP (VP (VV 阿-公｜a1-kong1) (AS 的｜e5)) (SP 病｜penn7))
      (SP 重｜tang7))
    (FLR (SP 甲｜kah4) (SP 強-強-欲｜kiong7-kiong7-beh4))
    (NP (NN 化-去-矣｜hua1-khi3-ah4))
    (PU ！｜!)))","['規則變調', '本調#', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '再變調$', '規則變調', '再變調$', '本調#', '毋是台語']"
"大｜tua7 事｜su7 化｜hua3 小｜sio2 事｜su7 ，｜, 小｜sio2 事｜su7 化｜hua3 無｜bo5 事｜su7 。｜.
","['VH', 'Na', 'Na', 'D', 'Na', 'PUNC', 'D', 'Na', 'Na', 'D', 'Na', 'PUNC']","(ROOT
  (IP
    (IP
      (NP (NN 大｜tua7) (NN 事｜su7))
      (VP (NP (NT 化｜hua3)) (VP (VV 小｜sio2) (NP (NN 事｜su7)))))
    (PU ，｜,)
    (NP
      (NP (NN 小｜sio2) (NN 事｜su7))
      (NP (NT 化｜hua3))
      (NP (ADVP (AD 無｜bo5)) (NP (NN 事｜su7))))
    (PU 。｜.)))","['規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '毋是台語', '規則變調', '規則變調', '規則變調', '規則變調', '本調#', '毋是台語']"
"風-雨｜hong1-hoo7 快｜khuai3 過｜kue3 ，｜, 言-語｜gian5-gi2 僫｜oh4 化｜hua3 。｜.
","['Na', 'VH', 'VCL', 'PUNC', 'VH', 'Dfa', 'Na', 'PUNC']","(ROOT
  (IP
    (VP
      (VP
        (ADVP (AD 風-雨｜hong1-hoo7))
        (ADVP (AD 快｜khuai3))
        (VP (VV 過｜kue3)))
      (PU ，｜,)
      (VP (VV 言-語｜gian5-gi2) (IP (NP (NN 僫｜oh4)) (VP (VV 化｜hua3)))))
    (PU 。｜.)))","['規則變調', '規則變調', '規則變調', '規則變調', '毋是台語', '規則變調', '規則變調', '規則變調', '本調#', '毋是台語']"
"伊｜i1 升｜sing1 起-來｜khi2-lai5 做｜tso3 主-任-矣｜tsu2-jim7-ah4 。｜.
","['Nh', 'VA', 'Di', 'VC', 'Na', 'PUNC']","(ROOT
  (IP
    (VP
      (CP
        (IP (VP (VV 伊｜i1) (AS 升｜sing1)) (SP 起-來｜khi2-lai5))
        (SP 做｜tso3)
        (SP 主-任-矣｜tsu2-jim7-ah4)))
    (PU 。｜.)))","['規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '本調#', '毋是台語']"
"今-年｜kin1-ni5 是｜si7 壬-午｜jim5-ngoo2 年｜ni5 。｜.
","['Nd', 'SHI', 'Na', 'Nf', 'PUNC']","(ROOT
  (IP
    (NP (NT 今-年｜kin1-ni5) (NT 是｜si7) (NT 壬-午｜jim5-ngoo2) (NT 年｜ni5))
    (PU 。｜.)))","['規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '本調#', '毋是台語']"
"反-過-來｜ping2-kue3-lai5 洗｜se2 這｜tsit4 面｜bin7 。｜.
","['Na', 'VC', 'Nep', 'Na', 'PUNC']","(ROOT
  (IP
    (VP
      (ADVP (AD 反-過-來｜ping2-kue3-lai5))
      (ADVP (AD 洗｜se2))
      (VP (LCP (ADVP (AD 這｜tsit4)) (LC 面｜bin7))))
    (PU 。｜.)))","['規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '本調#', '毋是台語']"
"順｜sun7 天-者｜thian1-tsia2 存｜tsun5 ，｜, 逆｜gik8 天-者｜thian1-tsia2 亡｜bong5 。｜.
","['VC', 'Na', 'VC', 'PUNC', 'VJ', 'Na', 'VHC', 'PUNC']","(ROOT
  (IP
    (VP
      (VP
        (VV 順｜sun7)
        (IP (VP (VSB (VV 天-者｜thian1-tsia2) (VV 存｜tsun5)))))
      (PU ，｜,)
      (VP
        (VV 逆｜gik8)
        (IP (VP (VV 天-者｜thian1-tsia2) (IP (VP (VV 亡｜bong5)))))))
    (PU 。｜.)))","['規則變調', '規則變調', '規則變調', '規則變調', '毋是台語', '規則變調', '規則變調', '規則變調', '本調#', '毋是台語']"
"人｜lang5 咧｜teh4 做｜tso3 ，｜, 天｜thinn1 咧｜teh4 看｜khuann3 。｜.
","['Na', 'P', 'VC', 'PUNC', 'Nc', 'P', 'VC', 'PUNC']","(ROOT
  (IP
    (VP
      (VP (VV 人｜lang5) (IP (VP (VV 咧｜teh4) (NP (VV 做｜tso3)))))
      (PU ，｜,)
      (VP (VSB (VV 天｜thinn1) (VRD (VV 咧｜teh4) (VV 看｜khuann3)))))
    (PU 。｜.)))","['規則變調', '再變調$', '規則變調', '毋是台語', '規則變調', '再變調$', '本調#', '毋是台語']"
"千｜tshian1 夫｜hu1 所｜soo2 指｜tsi2 ，｜, 萬｜ban7 夫｜hu1 莫｜bok8 敵｜tik8 。｜.
","['Neu', 'Na', 'D', 'Na', 'PUNC', 'Neu', 'Na', 'Na', 'Na', 'PUNC']","(ROOT
  (IP
    (VP
      (VP
        (VV 千｜tshian1)
        (VP (VV 夫｜hu1) (IP (VP (VSB (VV 所｜soo2) (VV 指｜tsi2))))))
      (PU ，｜,)
      (VP
        (VV 萬｜ban7)
        (IP (VP (VV 夫｜hu1) (IP (VP (VCD (VV 莫｜bok8) (VV 敵｜tik8))))))))
    (PU 。｜.)))","['規則變調', '規則變調', '規則變調', '規則變調', '毋是台語', '規則變調', '規則變調', '規則變調', '本調#', '毋是台語']"
"時-機｜si5-ki1 䆀-䆀｜bai2-bai2 ，｜, 錢｜tsinn5 愈｜ju2 趁｜than3 愈｜ju2 少｜tsio2 。｜.
","['Na', 'Na', 'PUNC', 'Na', 'D', 'VC', 'D', 'VH', 'PUNC']","(ROOT
  (IP
    (IP (VP (ADVP (AD 時-機｜si5-ki1)) (VP (VA 䆀-䆀｜bai2-bai2))))
    (PU ，｜,)
    (IP
      (VP
        (NP
          (NP (NN 錢｜tsinn5))
          (DFL (JJ 愈｜ju2))
          (PU 趁｜than3)
          (ADJP (JJ 愈｜ju2))
          (NP (NN 少｜tsio2)))))
    (PU 。｜.)))","['規則變調', '規則變調', '規則變調', '規則變調', '毋是台語', '規則變調', '規則變調', '規則變調', '規則變調', '本調#', '毋是台語']"
