分詞,詞性,句法,變調
"有｜Ū 毋-捌｜m̄-bat 的｜leh ，｜, 就｜Tsiò 開-喙｜khui-tshuì 問｜mn̄g ，｜,
","['Na', 'Na', 'Na', 'PUNC', 'Na', 'Na', 'Na', 'PUNC']","(ROOT
  (IP
    (IP (VP (VE 有｜Ū) (NP (DNP (ADJP (JJ 毋-捌｜m̄-bat)) (DEG 的｜leh)))))
    (PU ，｜,)
    (VP (ADVP (AD 就｜Tsiò)) (VP (VV 開-喙｜khui-tshuì) (VV 問｜mn̄g)))
    (PU ，｜,)))","['規則變調', '規則變調', '本調#', '規則變調', '毋是台語', '規則變調', '規則變調', '規則變調', '本調#', '毋是台語']"
"老｜Láu 師｜su 攏｜lóng 會｜ē 來｜lâi 巡｜sûn 阮｜gún 食｜tsiā 晝｜tàu 。｜.
","['Na', 'Na', 'Na', 'Na', 'Na', 'Na', 'Na', 'Na', 'Na', 'PUNC']","(ROOT
  (IP
    (NP (ADJP (JJ 老｜Láu)) (NP (NN 師｜su)))
    (VP
      (VV 攏｜lóng)
      (IP
        (VP
          (VV 會｜ē)
          (VP
            (VV 來｜lâi)
            (VP
              (VV 巡｜sûn)
              (IP (NP (NR 阮｜gún)) (VP (VV 食｜tsiā) (NP (NN 晝｜tàu)))))))))
    (PU 。｜.)))","['規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '本調#', '毋是台語']"
"彼-个｜Sit-lé 時｜sî 代｜tài ，｜,
","['Na', 'Na', 'Na', 'PUNC']","(ROOT
  (IP
    (VP (LCP (QP (CLP (M 彼-个｜Sit-lé))) (LC 時｜sî)) (VP (VV 代｜tài)))
    (PU ，｜,)))","['規則變調', '規則變調', '規則變調', '本調#', '毋是台語']"
"濟｜Tsè 人｜lâng 濟｜tsè 福-氣｜hok-khì ，｜,
","['Na', 'Na', 'Na', 'Na', 'PUNC']","(ROOT
  (IP
    (VP
      (VV 濟｜Tsè)
      (IP (NP (NN 人｜lâng)) (VP (VV 濟｜tsè) (NP (NN 福-氣｜hok-khì)))))
    (PU ，｜,)))","['規則變調', '規則變調', '規則變調', '規則變調', '本調#', '毋是台語']"
"逐｜Ta̍k 口-灶｜kháu-tsàu 攏｜lóng 嘛｜mah 會｜ē 生｜senn 就｜tiō 生｜senn
","['Na', 'Na', 'Na', 'Na', 'Na', 'Na', 'Na', 'Na']","(ROOT
  (IP
    (IP
      (VP
        (VP (VV 逐｜Ta̍k) (NP (NN 口-灶｜kháu-tsàu)))
        (VP
          (VV 攏｜lóng)
          (IP (NP (PN 嘛｜mah)) (VP (VV 會｜ē) (VP (VV 生｜senn)))))))
    (VP (ADVP (AD 就｜tiō)) (VP (VV 生｜senn)))))","['規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '本調#']"
"小-學｜Sió-ha̍k 逐｜ta̍k 班｜pan tsua̋n｜tsua̋n 足｜tsiok 大｜tuā 班｜pan 。｜.
","['Na', 'Na', 'Na', 'Na', 'Na', 'Na', 'Na', 'PUNC']","(ROOT
  (IP
    (NP (NN 小-學｜Sió-ha̍k))
    (VP
      (VV 逐｜ta̍k)
      (IP
        (NP (NN 班｜pan))
        (VP
          (VV tsua̋n｜tsua̋n)
          (NP (NP (NN 足｜tsiok)) (ADJP (JJ 大｜tuā)) (NP (NN 班｜pan))))))
    (PU 。｜.)))","['規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '本調#', '毋是台語']"
"阮｜Gún 班｜pan 五｜gōo 十-二｜tsa̍p-jī 个｜ê ，｜,
","['Na', 'Na', 'Na', 'Na', 'Na', 'PUNC']","(ROOT
  (IP
    (NP (NR 阮｜Gún))
    (NP (NN 班｜pan))
    (VP (CD 五｜gōo) (QP (CD 十-二｜tsa̍p-jī) (CLP (M 个｜ê))))
    (PU ，｜,)))","['規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '本調#', '毋是台語']"
"輪｜Lún 到｜kàu 老｜láu 師｜su 巡｜sûn 到｜kàu 我｜guá 遮｜tsia ，｜,
","['Na', 'Na', 'Na', 'Na', 'Na', 'Na', 'Na', 'Na', 'PUNC']","(ROOT
  (IP
    (NP (NN 輪｜Lún))
    (VP
      (VP (VV 到｜kàu) (NP (ADJP (JJ 老｜láu)) (NP (NN 師｜su))))
      (VP
        (VRD (VV 巡｜sûn) (VV 到｜kàu))
        (IP (NP (PN 我｜guá)) (VP (VV 遮｜tsia)))))
    (PU ，｜,)))","['規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '本調#', '毋是台語']"
"若-像｜Ná-tshiūnn 等｜tán 甲｜kah 日-頭｜sit-thâu 欲｜beh 落｜loh 山｜suann
","['Na', 'Na', 'Na', 'Na', 'Na', 'Na', 'Na']","(ROOT
  (IP
    (VP
      (ADVP (AD 若-像｜Ná-tshiūnn))
      (VP
        (VV 等｜tán)
        (IP
          (NP (NN 甲｜kah) (NN 日-頭｜sit-thâu))
          (VP (VV 欲｜beh) (VP (VV 落｜loh) (NP (NN 山｜suann)))))))))","['規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '再變調$', '規則變調', '本調#']"
"我｜Guá 面-皮｜bīn-phuê 薄｜po̍h 薄｜po̍h 仔｜á
","['Na', 'Na', 'Na', 'Na', 'Na']","(ROOT
  (NP
    (NP (NP (PN 我｜Guá)) (NP (NN 面-皮｜bīn-phuê)))
    (ADJP (JJ 薄｜po̍h))
    (ADJP (JJ 薄｜po̍h))
    (NP (NN 仔｜á))))","['規則變調', '規則變調', '規則變調', '規則變調', '仔前變調&', '本調#']"
"小-可｜Sió-khuá 仔｜ah 躊-躇｜tiû-tû ，｜,
","['Na', 'Na', 'Na', 'PUNC']","(ROOT
  (IP (NP (NN 小-可｜Sió-khuá) (NN 仔｜ah)) (VP (VA 躊-躇｜tiû-tû)) (PU ，｜,)))","['規則變調', '仔前變調&', '本調#', '規則變調', '本調#', '毋是台語']"
"驚｜Kiânn 問｜mn̄g 傷｜siunn 倯｜sông 予-人｜hōo-lâng 笑｜tshiò 戇｜gōng ，｜,
","['Na', 'Na', 'Na', 'Na', 'Na', 'Na', 'Na', 'PUNC']","(ROOT
  (IP
    (IP
      (VP
        (VP (VA 驚｜Kiânn))
        (VP
          (VV 問｜mn̄g)
          (IP
            (VP
              (VP (VV 傷｜siunn) (NP (NN 倯｜sông) (NN 予-人｜hōo-lâng)))
              (VP (VV 笑｜tshiò) (NP (NN 戇｜gōng))))))))
    (PU ，｜,)))","['規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '本調#', '毋是台語']"
"管｜Kuán 伊-啊｜i-ah ，｜, 袂-曉｜Bē-hiáu 就｜tiong 問｜mn̂g
","['Na', 'Na', 'PUNC', 'Na', 'Na', 'Na']","(ROOT
  (IP
    (CP (IP (VP (VV 管｜Kuán))) (SP 伊-啊｜i-ah))
    (PU ，｜,)
    (IP
      (VP
        (ADVP (AD 袂-曉｜Bē-hiáu))
        (ADVP (AD 就｜tiong))
        (VP (VV 問｜mn̂g))))))","['規則變調', '規則變調', '規則變調', '毋是台語', '規則變調', '規則變調', '規則變調', '本調#']"
"無｜Bô 啥｜siánn 物-配｜mî-phuē
","['Na', 'Na', 'Na']","(ROOT
  (IP (VP (VE 無｜Bô) (NP (DP (DT 啥｜siánn)) (NP (NN 物-配｜mî-phuē))))))","['規則變調', '規則變調', '規則變調', '本調#']"
"豆-油｜Tāu-iû 煎｜tsian 卵-包｜nn̄g-pau 一｜tsi̍t 粒｜lia̍p ，｜,
","['Na', 'Na', 'Na', 'Na', 'Na', 'PUNC']","(ROOT
  (IP
    (NP (NN 豆-油｜Tāu-iû) (NN 煎｜tsian) (NN 卵-包｜nn̄g-pau))
    (VP (QP (CD 一｜tsi̍t) (CLP (M 粒｜lia̍p))))
    (PU ，｜,)))","['規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '本調#', '毋是台語']"
"透-早｜Thàu-tsá 出-門｜tshut-mn̂g 擋｜tòng 袂｜bē 牢｜tiâu 偷｜thau 咬｜kā 一｜tsi̍t 喙｜tshuì 仔｜ah ，｜,
","['Na', 'Na', 'Na', 'Na', 'Na', 'Na', 'Na', 'Na', 'Na', 'Na', 'PUNC']","(ROOT
  (IP
    (VP
      (ADVP (AD 透-早｜Thàu-tsá))
      (VP
        (VV 出-門｜tshut-mn̂g)
        (IP
          (VP
            (VP (VV 擋｜tòng) (NP (NN 袂｜bē) (NN 牢｜tiâu)))
            (VP
              (VCD (VV 偷｜thau) (VV 咬｜kā))
              (NP (QP (CD 一｜tsi̍t) (CLP (M 喙｜tshuì))) (NP (NN 仔｜ah))))))))
    (PU ，｜,)))","['規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '仔前變調&', '本調#', '毋是台語']"
"一-屑-仔｜Tsi̍t-sut-á 紅-豆｜âng-tāu 棗｜tsò ，｜,
","['Na', 'Na', 'Na', 'PUNC']","(ROOT
  (FRAG
    (NP (NP (NR 一-屑-仔｜Tsi̍t-sut-á)) (NP (NN 紅-豆｜âng-tāu) (NN 棗｜tsò)))
    (PU ，｜,)))","['規則變調', '仔前變調&', '本調#', '規則變調', '規則變調', '本調#', '毋是台語']"
"兩｜Nn̄g 三｜sann 喙｜tshuì 仔｜á 蕹｜ìng 菜｜tshài ，｜,
","['Na', 'Na', 'Na', 'Na', 'Na', 'Na', 'PUNC']","(ROOT
  (FRAG
    (NP
      (NP
        (QP (CD 兩｜Nn̄g))
        (NP (QP (CD 三｜sann)) (NP (NN 喙｜tshuì)))
        (NP (NN 仔｜á) (NN 蕹｜ìng)))
      (NP (NN 菜｜tshài)))
    (PU ，｜,)))","['規則變調', '規則變調', '仔前變調&', '本調#', '規則變調', '本調#', '毋是台語']"
"我｜Guá 刁-工｜tiau-kang 慢-慢｜bān-bān 仔｜ah 哺｜pōo ，｜,
","['Na', 'Na', 'Na', 'Na', 'Na', 'PUNC']","(ROOT
  (IP
    (NP (PN 我｜Guá))
    (VP
      (VV 刁-工｜tiau-kang)
      (NP (ADVP (AD 慢-慢｜bān-bān)) (NP (NN 仔｜ah) (NN 哺｜pōo))))
    (PU ，｜,)))","['規則變調', '規則變調', '規則變調', '規則變調', '仔前變調&', '本調#', '本調#', '毋是台語']"
"留｜Lâu 兩｜nn̄g 絲｜si 仔｜á 蕹｜ìng 菜｜tshài 毋-甘｜m̄-kam 食｜tsia̍h ，｜,
","['Na', 'Na', 'Na', 'Na', 'Na', 'Na', 'Na', 'Na', 'PUNC']","(ROOT
  (IP
    (IP
      (VP
        (VP
          (VV 留｜Lâu)
          (NP
            (QP (CD 兩｜nn̄g) (CLP (M 絲｜si)))
            (NP (NN 仔｜á) (NN 蕹｜ìng) (NN 菜｜tshài))))
        (VP (VV 毋-甘｜m̄-kam) (VV 食｜tsia̍h))))
    (PU ，｜,)))","['規則變調', '規則變調', '仔前變調&', '本調#', '規則變調', '規則變調', '規則變調', '規則變調', '本調#', '毋是台語']"
"欲｜Beh 予｜hōo 老｜láu 師｜su 看｜khuànn ，｜,
","['Na', 'Na', 'Na', 'Na', 'Na', 'PUNC']","(ROOT
  (IP
    (IP
      (VP
        (VV 欲｜Beh)
        (VP
          (VP (VV 予｜hōo) (NP (ADJP (JJ 老｜láu)) (NP (NN 師｜su))))
          (VP (VV 看｜khuànn)))))
    (PU ，｜,)))","['再變調$', '規則變調', '規則變調', '規則變調', '本調#', '毋是台語']"
"驚-伊｜Kiann-i 逐-工｜ta̍k-kang 講｜kóng 國｜kok 語｜gí 毋-知｜m̄-tsai 蕹｜ìng 菜｜tshài 是｜sī 啥｜siánn ？｜? 怙｜Kōo 看｜khuànn 的｜ê 上｜siōng 準｜tsún
","['Na', 'Na', 'Na', 'Na', 'Na', 'Na', 'Na', 'Na', 'Na', 'Na', 'PUNC', 'Na', 'Na', 'Na', 'Na', 'Na']","(ROOT
  (IP
    (IP
      (NP (NP (NR 驚-伊｜Kiann-i)) (NP (NN 逐-工｜ta̍k-kang)))
      (VP
        (VV 講｜kóng)
        (IP
          (NP (NP (NN 國｜kok)) (NP (NN 語｜gí)))
          (VP
            (VV 毋-知｜m̄-tsai)
            (IP
              (NP (ADJP (NN 蕹｜ìng)) (NP (NN 菜｜tshài)))
              (VP (VC 是｜sī) (NP (PN 啥｜siánn))))))))
    (PU ？｜?)
    (IP
      (NP
        (CP (IP (VP (ADVP (AD 怙｜Kōo)) (VP (VV 看｜khuànn)))) (DEC 的｜ê)))
      (VV 上｜siōng)
      (PRN (NP (VA 準｜tsún))))))","['規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '毋是台語', '規則變調', '本調#', '規則變調', '規則變調', '本調#']"
"對｜Tuì 四｜sì 年｜nî 仔｜á 來｜lâi 講｜kóng ，｜,
","['Na', 'Na', 'Na', 'Na', 'Na', 'Na', 'PUNC']","(ROOT
  (IP
    (IP
      (VP
        (PP
          (P 對｜Tuì)
          (NP (QP (CD 四｜sì) (CLP (M 年｜nî))) (NP (NN 仔｜á))))
        (VP (MSP 來｜lâi) (VP (VV 講｜kóng)))))
    (PU ，｜,)))","['規則變調', '規則變調', '仔前變調&', '本調#', '規則變調', '本調#', '毋是台語']"
"問｜Mn̄g 問-題｜būn-tê 愛｜ài 儉｜khiām 偌｜luā 濟｜tsè 勇｜ióng 氣-咧｜khì-leh ，｜,
","['Na', 'Na', 'Na', 'Na', 'Na', 'Na', 'Na', 'Na', 'PUNC']","(ROOT
  (IP
    (VP
      (VV 問｜Mn̄g)
      (NP (NN 問-題｜būn-tê) (NN 愛｜ài) (NN 儉｜khiām) (NN 偌｜luā))
      (IP
        (VP
          (VV 濟｜tsè)
          (IP (VP (ADVP (AD 勇｜ióng)) (VP (VV 氣-咧｜khì-leh)))))))
    (PU ，｜,)))","['規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '本調#', '毋是台語']"
"袂｜Bē 當｜tang
","['Na', 'Na']",(ROOT (IP (VP (ADVP (AD 袂｜Bē)) (VP (VV 當｜tang))))),"['規則變調', '本調#']"
"無｜Bô 問｜mng 會｜ê 了｜liáu 阿-母｜a-bú 的｜ê 錢｜tsînn ，｜, 會｜Ê 一-世-人｜tsi̍t-sì-lâng 毋-捌｜M̄-bat
","['Na', 'Na', 'Na', 'Na', 'Na', 'Na', 'Na', 'PUNC', 'Na', 'Na', 'Na']","(ROOT
  (IP
    (VP
      (VP
        (VE 無｜Bô)
        (IP
          (NP (NN 問｜mng))
          (VP
            (VV 會｜ê)
            (VP
              (AS 了｜liáu)
              (NP
                (DNP (NP (NN 阿-母｜a-bú)) (DEG 的｜ê))
                (NP (NN 錢｜tsînn)))))))
      (PU ，｜,)
      (VP (VV 會｜Ê) (NP (NN 一-世-人｜tsi̍t-sì-lâng) (NN 毋-捌｜M̄-bat))))))","['規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '本調#', '規則變調', '規則變調', '毋是台語', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '本調#']"
"趁-錢｜Thàn-tsînn 艱-苦｜kan-khóo ，｜, 學-問｜Ha̍k-būn 學-問｜ha̍k-būn 有｜ū 學-習｜ha̍k-si̍p 嘛｜mà 愛｜ài 提-問｜thè-hun
","['Na', 'Na', 'PUNC', 'Na', 'Na', 'Na', 'Na', 'Na', 'Na', 'Na']","(ROOT
  (IP
    (IP (VP (VCD (VA 趁-錢｜Thàn-tsînn) (VA 艱-苦｜kan-khóo))))
    (PU ，｜,)
    (IP
      (IP
        (NP (NN 學-問｜Ha̍k-būn) (NN 學-問｜ha̍k-būn))
        (VP (VE 有｜ū) (NP (NN 學-習｜ha̍k-si̍p))))
      (FLR (SP 嘛｜mà))
      (VP (VV 愛｜ài) (NP (NN 提-問｜thè-hun))))))","['規則變調', '規則變調', '規則變調', '規則變調', '毋是台語', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '本調#']"
"伊｜I 一｜tsi̍t 行｜kiânn 倚｜uá
","['Na', 'Na', 'Na', 'Na']","(ROOT
  (NP
    (NP (NR 伊｜I))
    (QP (CD 一｜tsi̍t) (CLP (M 行｜kiânn)))
    (NP (NN 倚｜uá))))","['規則變調', '規則變調', '規則變調', '本調#']"
"我｜Guá 就｜tiō 緊｜kín 共｜kā 我｜guá 的｜ê 屎-礐-仔｜sái-ha̍k-á 頭｜thâu 擔｜tann 起-來｜khí-lâi ，｜,
","['Na', 'Na', 'Na', 'Na', 'Na', 'Na', 'Na', 'Na', 'Na', 'Na', 'PUNC']","(ROOT
  (IP
    (NP (PN 我｜Guá))
    (VP
      (ADVP (AD 就｜tiō))
      (ADVP (AD 緊｜kín))
      (VP
        (ADVP (AD 共｜kā))
        (NP
          (DNP (NP (PN 我｜guá)) (DEG 的｜ê))
          (PRN
            (IP
              (NP (NR 屎-礐-仔｜sái-ha̍k-á))
              (VP
                (QP (OD 頭｜thâu) (CLP (M 擔｜tann)))
                (VP (VV 起-來｜khí-lâi))))))))
    (PU ，｜,)))","['規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '仔前變調&', '本調#', '規則變調', '規則變調', '規則變調', '本調#', '毋是台語']"
"攑｜Gia̍h 湯-匙-仔｜thng-sî-á 指｜kí 彼｜hit 兩｜nn̄g 絲｜si 仔｜á 蕹｜ìng 菜｜tshài ，｜,
","['Na', 'Na', 'Na', 'Na', 'Na', 'Na', 'Na', 'Na', 'Na', 'PUNC']","(ROOT
  (IP
    (NP (NN 攑｜Gia̍h) (NN 湯-匙-仔｜thng-sî-á))
    (VP
      (VV 指｜kí)
      (IP
        (VP
          (VV 彼｜hit)
          (NP
            (QP (CD 兩｜nn̄g) (CLP (M 絲｜si)))
            (NP (NN 仔｜á) (NN 蕹｜ìng) (NN 菜｜tshài))))
        (PU ，｜,)))))","['規則變調', '規則變調', '仔前變調&', '本調#', '規則變調', '規則變調', '規則變調', '仔前變調&', '本調#', '規則變調', '本調#', '毋是台語']"
"看｜Khuànn 伊｜i 的｜ê 目-睭｜ba̍k-tsiu
","['Na', 'Na', 'Na', 'Na']","(ROOT
  (IP
    (VP
      (VV 看｜Khuànn)
      (NP (DNP (NP (NR 伊｜i)) (DEG 的｜ê)) (NP (NN 目-睭｜ba̍k-tsiu))))))","['規則變調', '規則變調', '規則變調', '規則變調', '本調#']"
"問｜Mn̄g 伊｜i ：｜:
","['Na', 'Na', 'PUNC']",(ROOT (IP (VP (VV 問｜Mn̄g) (NP (NR 伊｜i))) (PU ：｜:))),"['規則變調', '本調#', '毋是台語']"
"蕹｜Ìng 菜｜tshài 欲｜beh 按｜àn 怎｜tsuánn 講｜kóng ，｜,
","['Na', 'Na', 'Na', 'Na', 'Na', 'Na', 'PUNC']","(ROOT
  (IP
    (NP (NP (NR 蕹｜Ìng)) (NP (NN 菜｜tshài)))
    (VP
      (VV 欲｜beh)
      (PP (P 按｜àn) (IP (VP (ADVP (AD 怎｜tsuánn)) (VP (VV 講｜kóng))))))
    (PU ，｜,)))","['規則變調', '規則變調', '再變調$', '規則變調', '規則變調', '本調#', '毋是台語']"
"伊｜I 講｜kóng 愛｜ài 查｜tshâ 看-覓｜khuànn-māi 。｜.
","['Na', 'Na', 'Na', 'Na', 'Na', 'PUNC']","(ROOT
  (IP
    (NP (NR 伊｜I))
    (VP
      (VV 講｜kóng)
      (IP
        (VP
          (VV 愛｜ài)
          (IP (VP (VRD (VV 查｜tshâ) (VV 看-覓｜khuànn-māi)))))))
    (PU 。｜.)))","['規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '本調#', '毋是台語']"
"聽｜Tshiánn 伊｜i 按｜àn 呢｜ne 講｜kóng ，｜,
","['Na', 'Na', 'Na', 'Na', 'Na', 'PUNC']","(ROOT
  (IP
    (VP
      (VV 聽｜Tshiánn)
      (IP
        (NP (NR 伊｜i))
        (VP (PP (P 按｜àn) (FLR (SP 呢｜ne)) (VP (VV 講｜kóng))))))
    (PU ，｜,)))","['規則變調', '規則變調', '規則變調', '規則變調', '本調#', '毋是台語']"
"定｜Tiānn 著｜tiō 是｜sī 我｜guá 的｜ê 問-題｜būn-tê 傷｜siunn 爛｜nuā 啦｜lah 我｜Guá 隨｜suî 共｜kā 頭｜thâu 向｜ǹg 向｜ànn
","['Na', 'Na', 'Na', 'Na', 'Na', 'Na', 'Na', 'Na', 'Na', 'Na', 'Na', 'Na', 'Na', 'Na', 'Na']","(ROOT
  (IP
    (IP (VP (VV 定｜Tiānn) (AS 著｜tiō)))
    (VP
      (VC 是｜sī)
      (IP
        (CP
          (IP
            (NP (DNP (NP (PN 我｜guá)) (DEG 的｜ê)) (NP (NN 問-題｜būn-tê)))
            (VP (VCD (VV 傷｜siunn) (VV 爛｜nuā))))
          (SP 啦｜lah))
        (NP (PN 我｜Guá))
        (PP
          (P 隨｜suî)
          (NP (QP (ADVP (AD 共｜kā)) (QP (OD 頭｜thâu))) (NP (NN 向｜ǹg))))
        (DFL (P 向｜ànn))))))","['規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '本調#']"
"緊｜Kín 共｜kā 彼｜hit 喙｜tshuì 蕹｜ìng 菜｜tshài 扒｜pe 入｜li̍p 喙｜tshuì 裡｜lí
","['Na', 'Na', 'Na', 'Na', 'Na', 'Na', 'Na', 'Na', 'Na', 'Na']","(ROOT
  (IP
    (VP
      (ADVP (AD 緊｜Kín))
      (ADVP (AD 共｜kā))
      (VP
        (VP (VV 彼｜hit) (NP (NN 喙｜tshuì) (NN 蕹｜ìng) (NN 菜｜tshài)))
        (VP (VRD (VV 扒｜pe) (VV 入｜li̍p)) (NP (NN 喙｜tshuì) (NN 裡｜lí)))))))","['規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '本調#']"
"吞｜Thun 落｜lō 去｜khì 安-搭｜an-tah 噗-噗｜phok-phok tsháinn｜tsháinn 的｜ê 心｜sim
","['Na', 'Na', 'Na', 'Na', 'Na', 'Na', 'Na', 'Na']","(ROOT
  (IP
    (DFL (VV 吞｜Thun) (VV 落｜lō))
    (VP
      (VV 去｜khì)
      (VP
        (VV 安-搭｜an-tah)
        (NP
          (CP
            (IP (VP (VV 噗-噗｜phok-phok) (NP (NN tsháinn｜tsháinn))))
            (DEC 的｜ê))
          (NP (NN 心｜sim)))))))","['規則變調', '規則變調', '再變調$', '規則變調', '規則變調', '規則變調', '規則變調', '本調#', '規則變調', '本調#']"
"隔-轉-工｜Keh-tńg-kang 食｜tsiā 晝｜tàu 。｜.
","['Na', 'Na', 'Na', 'PUNC']","(ROOT
  (IP
    (NP (NN 隔-轉-工｜Keh-tńg-kang))
    (VP (VV 食｜tsiā) (NP (NN 晝｜tàu)))
    (PU 。｜.)))","['規則變調', '規則變調', '規則變調', '規則變調', '本調#', '毋是台語']"
"老｜Láu 師｜su 先｜sing 行｜kiânn 來｜lâi 我｜guá 遮｜tsia
","['Na', 'Na', 'Na', 'Na', 'Na', 'Na', 'Na']","(ROOT
  (IP
    (IP
      (NP (ADJP (JJ 老｜Láu)) (NP (NN 師｜su)))
      (VP (ADVP (AD 先｜sing)) (VP (VRD (VV 行｜kiânn) (VV 來｜lâi)))))
    (NP (PN 我｜guá))
    (VP (VV 遮｜tsia))))","['規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '本調#']"
"佇｜Tī 紙｜tsuá 頂-懸｜tíng-kuân 寫｜siá 蕹｜ìng 菜｜tshài 兩｜nn̄g 字｜sî ，｜,
","['Na', 'Na', 'Na', 'Na', 'Na', 'Na', 'Na', 'Na', 'PUNC']","(ROOT
  (IP
    (NP (NP (NR 佇｜Tī)) (NP (NN 紙｜tsuá)))
    (VP
      (VV 頂-懸｜tíng-kuân)
      (IP
        (VP
          (VV 寫｜siá)
          (NP
            (NP (NN 蕹｜ìng) (NN 菜｜tshài))
            (QP (CD 兩｜nn̄g))
            (NP (NN 字｜sî))))))
    (PU ，｜,)))","['規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '本調#', '毋是台語']"
"欸｜Eh
",['Na'],(ROOT (NP (NN 欸｜Eh))),['本調#']
