分詞,詞性,句法,變調
"你｜Lí 好｜hó ，｜, 這｜tse 是｜sī 我｜guá 的｜ê mè-sì｜mè-sì ，｜, 面-頂｜bīn-tíng 有｜ū 阮｜gún 公-司｜kong-si 的｜ê 住-址｜tsū-tsí 佮｜kah 電-話｜tiān-uē 。｜.
","['Na', 'Na', 'PUNC', 'Na', 'Na', 'Na', 'Na', 'Na', 'PUNC', 'Na', 'Na', 'Na', 'Na', 'Na', 'Na', 'Na', 'Na', 'PUNC']","(ROOT
  (IP
    (IP (NP (PN 你｜Lí)) (VP (VA 好｜hó)))
    (PU ，｜,)
    (IP
      (NP (PN 這｜tse))
      (VP
        (VC 是｜sī)
        (NP (DNP (NP (PN 我｜guá)) (DEG 的｜ê)) (NP (NN mè-sì｜mè-sì)))))
    (PU ，｜,)
    (IP
      (NP (NN 面-頂｜bīn-tíng))
      (VP
        (VE 有｜ū)
        (NP
          (DNP (NP (NR 阮｜gún) (NN 公-司｜kong-si)) (DEG 的｜ê))
          (NP (NN 住-址｜tsū-tsí) (NN 佮｜kah) (NN 電-話｜tiān-uē)))))
    (PU 。｜.)))","['規則變調', '規則變調', '毋是台語', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '毋是台語', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '本調#', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '本調#', '毋是台語']"
"阿-媽｜A-má 的｜ê mi-sín｜mi-sín 會-當｜ē-tàng 車｜tshia 足｜tsiok 濟｜tsē 款｜khuán 物-件-出-來｜mi̍h-kiānn-tshut-lâi 。｜.
","['Na', 'Na', 'Na', 'Na', 'Na', 'Na', 'Na', 'Na', 'Na', 'PUNC']","(ROOT
  (IP
    (NP
      (DNP (NP (NN 阿-媽｜A-má)) (DEG 的｜ê))
      (NP (NN mi-sín｜mi-sín) (NN 會-當｜ē-tàng) (NN 車｜tshia))
      (NP (NN 足｜tsiok)))
    (VP
      (VP (VV 濟｜tsē) (NP (NN 款｜khuán)))
      (VP (VV 物-件-出-來｜mi̍h-kiānn-tshut-lâi)))
    (PU 。｜.)))","['規則變調', '本調#', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '本調#', '毋是台語']"
"你｜Lí 欲｜beh 摻｜tsham mí-sooh｜mí-sooh 進-前｜tsìn-tsîng 愛｜ài 先｜sing 試｜tshì 一-下-仔｜tsi̍t-ē-á 鹹-汫｜kiâm-tsiánn ，｜, 有-的｜ū-ê 鹹-汫｜kiâm-tsiánn 無｜bô 啥｜siánn 仝-款｜kāng-khuán 。｜.
","['Na', 'Na', 'Na', 'Na', 'Na', 'Na', 'Na', 'Na', 'Na', 'Na', 'PUNC', 'Na', 'Na', 'Na', 'Na', 'Na', 'PUNC']","(ROOT
  (IP
    (IP
      (NP (PN 你｜Lí))
      (VP
        (VV 欲｜beh)
        (VP
          (VP
            (VV 摻｜tsham)
            (LCP (NP (NN mí-sooh｜mí-sooh)) (LC 進-前｜tsìn-tsîng)))
          (VP
            (VV 愛｜ài)
            (IP
              (VP
                (ADVP (AD 先｜sing))
                (VP
                  (VV 試｜tshì)
                  (NP (NN 一-下-仔｜tsi̍t-ē-á) (NN 鹹-汫｜kiâm-tsiánn)))))))))
    (PU ，｜,)
    (IP
      (IP (NP (PN 有-的｜ū-ê)) (VP (VV 鹹-汫｜kiâm-tsiánn)))
      (VP (VE 無｜bô) (NP (DP (DT 啥｜siánn)) (NP (NN 仝-款｜kāng-khuán)))))
    (PU 。｜.)))","['規則變調', '再變調$', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '仔前變調&', '本調#', '規則變調', '規則變調', '毋是台語', '本調#', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '本調#', '毋是台語']"
"彼｜He mòo-tà｜mòo-tà 有｜ū 淡-薄-仔｜tām-po̍h-á 燒-燒｜sio-sio a｜a ，｜, 愛｜ài 予｜hōo 歇-睏-一-下｜hioh-khùn-tsi̍t-ē ，｜, 毋-通｜m̄-thang 予｜hōo 伊｜i 紡｜pháng 歹-去｜pháinn-khì 。｜.
","['Na', 'Na', 'Na', 'Na', 'Na', 'Na', 'PUNC', 'Na', 'Na', 'Na', 'PUNC', 'Na', 'Na', 'Na', 'Na', 'Na', 'PUNC']","(ROOT
  (IP
    (NP (ADJP (JJ 彼｜He)) (NP (NN mòo-tà｜mòo-tà)))
    (VP
      (VP
        (VE 有｜ū)
        (IP
          (NP (NR 淡-薄-仔｜tām-po̍h-á))
          (VP (VV 燒-燒｜sio-sio) (NP (NN a｜a)))))
      (PU ，｜,)
      (VP
        (VSB (VV 愛｜ài) (VV 予｜hōo))
        (ADVP (AD 歇-睏-一-下｜hioh-khùn-tsi̍t-ē)))
      (PU ，｜,)
      (VP
        (VV 毋-通｜m̄-thang)
        (IP
          (VP
            (VP (VV 予｜hōo) (NP (NP (NR 伊｜i)) (NP (NN 紡｜pháng))))
            (VP (VV 歹-去｜pháinn-khì))))))
    (PU 。｜.)))","['規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '仔前變調&', '本調#', '規則變調', '規則變調', '規則變調', '毋是台語', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '毋是台語', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '本調#', '毋是台語']"
"其-實｜Kî-si̍t 有｜ū 蓋｜kài 濟｜tsē 款｜khuán 衫｜sann 攏｜lóng 用｜iōng na̋i-lóng｜na̋i-lóng 做-的｜tsò-ê 。｜.
","['Na', 'Na', 'Na', 'Na', 'Na', 'Na', 'Na', 'Na', 'Na', 'Na', 'PUNC']","(ROOT
  (IP
    (VP
      (ADVP (AD 其-實｜Kî-si̍t))
      (VP
        (VE 有｜ū)
        (NP
          (CP
            (IP
              (VP
                (VP
                  (VV 蓋｜kài)
                  (NP (NP (NR 濟｜tsē)) (NP (NN 款｜khuán) (NN 衫｜sann))))
                (VP
                  (VV 攏｜lóng)
                  (VP (VV 用｜iōng) (NP (NN na̋i-lóng｜na̋i-lóng))))))
            (SP 做-的｜tsò-ê)))))
    (PU 。｜.)))","['規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '本調#', '本調#', '毋是台語']"
"入-去｜Ji̍p-khì 正-式｜tsìng-sik 的｜ê 所-在｜sóo-tsāi 進-前｜tsìn-tsîng ，｜, 攏｜lóng 愛｜ài 先｜sing 掛｜kuà ne-kut-tái｜ne-kut-tái 。｜.
","['Na', 'Na', 'Na', 'Na', 'Na', 'PUNC', 'Na', 'Na', 'Na', 'Na', 'Na', 'PUNC']","(ROOT
  (IP
    (VP
      (VP
        (VP
          (VV 入-去｜Ji̍p-khì)
          (NP
            (DNP (ADJP (JJ 正-式｜tsìng-sik)) (DEG 的｜ê))
            (NP (NN 所-在｜sóo-tsāi))))
        (VP (VV 進-前｜tsìn-tsîng)))
      (PU ，｜,)
      (VP
        (VV 攏｜lóng)
        (VP
          (VV 愛｜ài)
          (IP
            (VP
              (ADVP (AD 先｜sing))
              (VP (VV 掛｜kuà) (NP (NN ne-kut-tái｜ne-kut-tái))))))))
    (PU 。｜.)))","['規則變調', '再變調$', '規則變調', '本調#', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '毋是台語', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '本調#', '毋是台語']"
"伊｜I 頭-殼｜thâu-khak nőo-sín｜nőo-sín 去-矣｜khì-ah ，｜, 莫｜mài 插-伊｜tshap-i 。｜.
","['Na', 'Na', 'Na', 'Na', 'PUNC', 'Na', 'Na', 'PUNC']","(ROOT
  (IP
    (NP (NP (NR 伊｜I)) (NP (NN 頭-殼｜thâu-khak) (NN nőo-sín｜nőo-sín)))
    (FLR (SP 去-矣｜khì-ah))
    (PU ，｜,)
    (VP (ADVP (AD 莫｜mài)) (VP (VV 插-伊｜tshap-i)))
    (PU 。｜.)))","['規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '再變調$', '規則變調', '毋是台語', '規則變調', '規則變調', '本調#', '毋是台語']"
"這｜Tse nóo-lih｜nóo-lih 有｜ū 摻｜tsham 麻-仔｜muâ-á ，｜, 足｜tsiok 芳-呢｜phang-neh ！｜!
","['Na', 'Na', 'Na', 'Na', 'Na', 'PUNC', 'Na', 'Na', 'PUNC']","(ROOT
  (IP
    (IP
      (NP (DP (DT 這｜Tse)) (NP (NN nóo-lih｜nóo-lih)))
      (VP (VE 有｜ū) (VP (VV 摻｜tsham) (NP (NN 麻-仔｜muâ-á)))))
    (PU ，｜,)
    (UCP (NP (NP (NN 足｜tsiok)) (SP 芳-呢｜phang-neh)))
    (PU ！｜!)))","['規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '仔前變調&', '本調#', '毋是台語', '規則變調', '規則變調', '本調#', '毋是台語']"
"Oo-bá-sáng｜Oo-bá-sáng 你｜lí 好｜hó ，｜, 你｜lí 欲｜beh 愛-的｜ài-ê 物-件｜mi̍h-kiānn 佇｜tī 遮｜tsia 。｜.
","['Na', 'Na', 'Na', 'PUNC', 'Na', 'Na', 'Na', 'Na', 'Na', 'Na', 'PUNC']","(ROOT
  (IP
    (IP
      (NP (NR Oo-bá-sáng｜Oo-bá-sáng))
      (NP (PN 你｜lí))
      (VP (VA 好｜hó)))
    (PU ，｜,)
    (IP
      (NP
        (CP (IP (NP (PN 你｜lí)) (VP (VV 欲｜beh))) (DEC 愛-的｜ài-ê))
        (NP (NN 物-件｜mi̍h-kiānn)))
      (VP (ADVP (AD 佇｜tī)) (VP (VV 遮｜tsia))))
    (PU 。｜.)))","['規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '毋是台語', '規則變調', '再變調$', '本調#', '規則變調', '規則變調', '規則變調', '規則變調', '本調#', '毋是台語']"
"Oo-jí-sáng｜Oo-jí-sáng 失-禮｜sit-lé ，｜, 你｜lí 話｜uē 講｜kóng 較｜khah 慢-咧｜bān-leh ，｜, 我｜guá 拄-才｜tú-tsiah 聽｜thiann 無｜bô 清-楚｜tshing-tshóo 。｜.
","['Na', 'Na', 'PUNC', 'Na', 'Na', 'Na', 'Na', 'Na', 'PUNC', 'Na', 'Na', 'Na', 'Na', 'Na', 'PUNC']","(ROOT
  (IP
    (IP
      (NP (NP (NR Oo-jí-sáng｜Oo-jí-sáng)) (NP (NN 失-禮｜sit-lé)))
      (PU ，｜,)
      (NP (NP (PN 你｜lí)) (NP (NN 話｜uē)))
      (VP
        (VV 講｜kóng)
        (IP (VP (ADVP (AD 較｜khah)) (VP (VA 慢-咧｜bān-leh))))))
    (PU ，｜,)
    (IP
      (NP (PN 我｜guá))
      (VP
        (ADVP (AD 拄-才｜tú-tsiah))
        (VP (VV 聽｜thiann) (VP (VE 無｜bô) (NP (VA 清-楚｜tshing-tshóo))))))
    (PU 。｜.)))","['規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '毋是台語', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '再變調$', '毋是台語', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '本調#', '毋是台語']"
"Seven-eleven｜Seven-eleven 的｜ê oo-lián｜oo-lián 規｜kui 工｜kang 攏｜lóng 有｜ū 咧｜leh 賣｜bē 。｜.
","['Na', 'Na', 'Na', 'Na', 'Na', 'Na', 'Na', 'Na', 'Na', 'PUNC']","(ROOT
  (IP
    (IP
      (NP
        (DNP (NP (NR Seven-eleven｜Seven-eleven)) (DEG 的｜ê))
        (NP (NR oo-lián｜oo-lián))
        (NP (NN 規｜kui) (NN 工｜kang)))
      (VP
        (VV 攏｜lóng)
        (IP (VP (VE 有｜ū) (IP (NP (NN 咧｜leh)) (VP (VV 賣｜bē)))))))
    (PU 。｜.)))","['毋是台語', '毋是台語', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '再變調$', '本調#', '毋是台語']"
"這｜Tsit 仙｜sian oo-lín-gióo｜oo-lín-gióo 妝｜tsng 甲｜kah 媠-媠-媠｜suí-suí-suí ，｜, 閣｜koh 無｜bô 貴-呢｜kuì-neh 。｜.
","['Na', 'Na', 'Na', 'Na', 'Na', 'Na', 'PUNC', 'Na', 'Na', 'Na', 'PUNC']","(ROOT
  (IP
    (IP
      (NP
        (DP (DT 這｜Tsit) (CLP (M 仙｜sian)))
        (NP (NN oo-lín-gióo｜oo-lín-gióo) (NN 妝｜tsng)))
      (VP (VV 甲｜kah) (NP (NN 媠-媠-媠｜suí-suí-suí))))
    (PU ，｜,)
    (CP (IP (NP (NN 閣｜koh)) (VP (VE 無｜bô))) (SP 貴-呢｜kuì-neh))
    (PU 。｜.)))","['規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '本調#', '三連音變調~', '規則變調', '規則變調', '毋是台語', '規則變調', '規則變調', '規則變調', '本調#', '毋是台語']"
"這｜Tsit 間｜king 店｜tiàm 賣-的｜bē-ê oo-lín-gióo｜oo-lín-gióo 攏｜lóng 蓋｜kài 貴｜kuì 。｜.
","['Na', 'Na', 'Na', 'Na', 'Na', 'Na', 'Na', 'Na', 'PUNC']","(ROOT
  (IP
    (IP
      (NP
        (DNP
          (NP (LCP (NP (PN 這｜Tsit)) (LC 間｜king)) (NP (NN 店｜tiàm)))
          (DEG 賣-的｜bē-ê))
        (NP (NN oo-lín-gióo｜oo-lín-gióo)))
      (VP (VV 攏｜lóng) (VP (VV 蓋｜kài) (NP (NN 貴｜kuì)))))
    (PU 。｜.)))","['規則變調', '規則變調', '規則變調', '本調#', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '本調#', '毋是台語']"
"Oo-nè-sàng｜Oo-nè-sàng 你｜lí 的｜ê 氣-口｜khuì-kháu 嘛｜mā 莫｜mài 遐-爾｜hiah-nī 歹｜pháinn ，｜, 你｜lí 先｜sing 坐-落-來｜tsē-lo̍h-lâi ，｜, 有｜ū 啥-物｜siánn-mih 代-誌｜tāi-tsì 咱｜lán 好-好-仔｜hó-hó-á 講-啦-乎｜kóng-lah-honnh 。｜.
","['Na', 'Na', 'Na', 'Na', 'Na', 'Na', 'Na', 'Na', 'PUNC', 'Na', 'Na', 'Na', 'PUNC', 'Na', 'Na', 'Na', 'Na', 'Na', 'Na', 'PUNC']","(ROOT
  (IP
    (IP
      (NP
        (NP (NR Oo-nè-sàng｜Oo-nè-sàng))
        (DNP (NP (PN 你｜lí)) (DEG 的｜ê))
        (NP (NN 氣-口｜khuì-kháu)))
      (FLR (SP 嘛｜mā))
      (VP (ADVP (AD 莫｜mài)) (VP (VV 遐-爾｜hiah-nī) (NP (NN 歹｜pháinn)))))
    (PU ，｜,)
    (IP
      (NP (PN 你｜lí))
      (VP (ADVP (AD 先｜sing)) (VP (VV 坐-落-來｜tsē-lo̍h-lâi))))
    (PU ，｜,)
    (IP
      (VP
        (VE 有｜ū)
        (IP
          (NP (NN 啥-物｜siánn-mih))
          (VP
            (VV 代-誌｜tāi-tsì)
            (IP
              (NP (PN 咱｜lán))
              (NP (NN 好-好-仔｜hó-hó-á))
              (VP (VV 講-啦-乎｜kóng-lah-honnh)))))))
    (PU 。｜.)))","['規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '毋是台語', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '毋是台語', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '仔前變調&', '本調#', '規則變調', '規則變調', '本調#', '毋是台語']"
"Oo-tóo-bái｜Oo-tóo-bái 是｜sī 誠｜tsiânn 平-常｜pîng-siông 的｜ê 交-通｜kau-thong 工-具｜kang-khū ，｜, 全｜tsuân 台-灣｜Tâi-uân 揣｜tshuē 無｜bô 人｜lâng 袂-曉｜bē-hiáu 騎｜khiâ oo-tóo-bái-的｜oo-tóo-bái-ê 。｜.
","['Na', 'Na', 'Na', 'Na', 'Na', 'Na', 'Na', 'PUNC', 'Na', 'Na', 'Na', 'Na', 'Na', 'Na', 'Na', 'Na', 'PUNC']","(ROOT
  (IP
    (IP
      (NP (NR Oo-tóo-bái｜Oo-tóo-bái))
      (VP
        (VC 是｜sī)
        (NP
          (DNP (NP (NN 誠｜tsiânn) (NN 平-常｜pîng-siông)) (DEG 的｜ê))
          (NP (NN 交-通｜kau-thong) (NN 工-具｜kang-khū)))))
    (PU ，｜,)
    (IP
      (IP
        (NP (DP (DT 全｜tsuân)) (NP (NR 台-灣｜Tâi-uân)))
        (VP (VV 揣｜tshuē)))
      (VP
        (VE 無｜bô)
        (IP
          (NP (NN 人｜lâng))
          (VP
            (VV 袂-曉｜bē-hiáu)
            (CP (IP (VP (VV 騎｜khiâ))) (SP oo-tóo-bái-的｜oo-tóo-bái-ê))))))
    (PU 。｜.)))","['規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '本調#', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '毋是台語', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '本調#', '本調#', '毋是台語']"
"天-氣｜Thinn-khì 大-寒-矣｜tuā-kuânn-ah ，｜, 疊｜tha̍h 一｜tsi̍t 領｜niá òo-bà｜òo-bà 較｜khah 好｜hó 。｜.
","['Na', 'Na', 'PUNC', 'Na', 'Na', 'Na', 'Na', 'Na', 'Na', 'PUNC']","(ROOT
  (IP
    (IP
      (NP (NN 天-氣｜Thinn-khì))
      (FLR (SP 大-寒-矣｜tuā-kuânn-ah))
      (PU ，｜,)
      (VP
        (VV 疊｜tha̍h)
        (IP
          (VP
            (ADVP (CD 一｜tsi̍t))
            (VP
              (VV 領｜niá)
              (IP
                (NP (NN òo-bà｜òo-bà))
                (VP (ADVP (AD 較｜khah)) (VP (VA 好｜hó)))))))))
    (PU 。｜.)))","['規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '毋是台語', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '本調#', '毋是台語']"
"Pha-tsìn-kòo｜Pha-tsìn-kòo 這-陣｜tsit-tsūn 佇｜tī 台-灣｜Tâi-uân 較｜khah 無｜bô 流-行｜liû-hîng ā｜ā 。｜.
","['Na', 'Na', 'Na', 'Na', 'Na', 'Na', 'Na', 'Na', 'PUNC']","(ROOT
  (IP
    (NP (NN Pha-tsìn-kòo｜Pha-tsìn-kòo) (NN 這-陣｜tsit-tsūn))
    (VP
      (VV 佇｜tī)
      (NP
        (NP (NR 台-灣｜Tâi-uân))
        (IP
          (VP
            (ADVP (AD 較｜khah))
            (VP (VE 無｜bô) (NP (NN 流-行｜liû-hîng)))))
        (NP (NN ā｜ā))))
    (PU 。｜.)))","['規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '本調#', '毋是台語']"
"Tsioo-kóo-lè-tòo-乎｜Tsioo-kóo-lè-tòo-honnh 愛｜ài 選｜suán 七-十-五｜tshit-tsa̍p-gōo pha̋-siàn-tooh｜pha̋-siàn-tooh 以-上-的｜í-siōng-ê ，｜, 對｜tuì 身-體｜sin-thé 較｜khah 好｜hó 。｜.
","['Na', 'Na', 'Na', 'Na', 'Na', 'Na', 'PUNC', 'Na', 'Na', 'Na', 'Na', 'PUNC']","(ROOT
  (IP
    (IP
      (VP
        (VV Tsioo-kóo-lè-tòo-乎｜Tsioo-kóo-lè-tòo-honnh)
        (CP
          (IP
            (VP
              (VV 愛｜ài)
              (IP
                (VP
                  (VV 選｜suán)
                  (NP
                    (QP (CD 七-十-五｜tshit-tsa̍p-gōo))
                    (NP (NN pha̋-siàn-tooh｜pha̋-siàn-tooh)))))))
          (DEG 以-上-的｜í-siōng-ê))))
    (PU ，｜,)
    (IP
      (PP
        (P 對｜tuì)
        (IP
          (NP (NN 身-體｜sin-thé))
          (VP (ADVP (AD 較｜khah)) (VP (VA 好｜hó))))))
    (PU 。｜.)))","['規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '本調#', '規則變調', '毋是台語', '規則變調', '規則變調', '規則變調', '規則變調', '本調#', '毋是台語']"
"台-北｜Tâi-pak 市-長｜tshī-tiúnn 的｜ê 候-選-人｜hāu-suán-jîn 內-面｜lāi-bīn ，｜, 柯-P｜ㄎㄜ-P 的｜ê 支-持-度｜tsi-tshî-tōo pha̋-siàn-tooh｜pha̋-siàn-tooh 較｜khah 懸｜kuân 。｜.
","['Na', 'Na', 'Na', 'Na', 'Na', 'PUNC', 'Na', 'Na', 'Na', 'Na', 'Na', 'Na', 'PUNC']","(ROOT
  (IP
    (NP
      (CP
        (IP (NP (NR 台-北｜Tâi-pak)) (VP (VA 市-長｜tshī-tiúnn)))
        (DEC 的｜ê))
      (NP (NN 候-選-人｜hāu-suán-jîn) (NN 內-面｜lāi-bīn)))
    (PU ，｜,)
    (NP
      (DNP (NP (NN 柯-P｜ㄎㄜ-P)) (DEG 的｜ê))
      (NP (NN 支-持-度｜tsi-tshî-tōo) (NN pha̋-siàn-tooh｜pha̋-siàn-tooh)))
    (VP (ADVP (AD 較｜khah)) (VP (VV 懸｜kuân)))
    (PU 。｜.)))","['規則變調', '規則變調', '規則變調', '本調#', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '毋是台語', '毋是台語', '毋是台語', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '本調#', '毋是台語']"
"這｜Tsit 間｜king pháng-店｜pháng-tiàm 內-底｜lāi-té 的｜ê pháng｜pháng 芳｜phang 甲｜kah 敢-若｜ká-ná 啥｜siannh ，｜, 敢-是｜kám-sī 有｜ū 摻｜tsham 一-寡｜tsi̍t-kuá 阿-沙-不-魯｜a-sa-puh-luh 的｜ê 化-學｜huà-ha̍k 藥-品｜io̍h-phín ？｜?
","['Na', 'Na', 'Na', 'Na', 'Na', 'Na', 'Na', 'Na', 'Na', 'Na', 'PUNC', 'Na', 'Na', 'Na', 'Na', 'Na', 'Na', 'Na', 'Na', 'PUNC']","(ROOT
  (IP
    (NP
      (DNP
        (NP
          (LCP (NP (PN 這｜Tsit)) (LC 間｜king))
          (NP (NN pháng-店｜pháng-tiàm) (NN 內-底｜lāi-té)))
        (DEG 的｜ê))
      (NP (NN pháng｜pháng) (NN 芳｜phang)))
    (VP
      (VV 甲｜kah)
      (IP
        (ADVP (CS 敢-若｜ká-ná))
        (DFL (PN 啥｜siannh))
        (PU ，｜,)
        (VP
          (VC 敢-是｜kám-sī)
          (VP
            (VE 有｜ū)
            (NP
              (CP
                (IP
                  (VP
                    (VV 摻｜tsham)
                    (NP
                      (QP (CD 一-寡｜tsi̍t-kuá))
                      (NP (NR 阿-沙-不-魯｜a-sa-puh-luh)))))
                (DEG 的｜ê))
              (NP (NN 化-學｜huà-ha̍k) (NN 藥-品｜io̍h-phín)))))))
    (PU ？｜?)))","['規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '本調#', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '毋是台語', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '本調#', '規則變調', '規則變調', '規則變調', '規則變調', '本調#', '毋是台語']"
